time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,follows,media views,media engagements,promoted media engagements,count_#
2023-11-06 18:01 +0000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 17:59 +0000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 17:48 +0000,12.0,1.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 17:36 +0000,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 15:40 +0000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 15:36 +0000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 15:35 +0000,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 12:07 +0000,64.0,1.0,0.015625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 11:36 +0000,14.0,2.0,0.14285714285714285,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 06:31 +0000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-06 05:20 +0000,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-05 08:37 +0000,45.0,1.0,0.022222222222222227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-05 04:58 +0000,200.0,3.0,0.015,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-05 03:26 +0000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-04 23:04 +0000,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-04 20:44 +0000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-04 20:34 +0000,5.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-04 17:28 +0000,45.0,1.0,0.022222222222222227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-03 12:16 +0000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-11-03 12:10 +0000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,0
2023-12-30 01:33 +0000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,8
2023-12-30 00:12 +0000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,8
2023-12-29 23:47 +0000,13.0,1.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,7
2023-12-29 23:46 +0000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,7
2023-12-29 23:45 +0000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,7
2023-12-29 23:45 +0000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,7
2023-12-29 23:45 +0000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-,7
